wbgene,gene_name,gene_id,concise_description,automated_description,gene_class_description,go_term,go_name,go_description,inside_CI,eqtl,vars,pc_vars,go_annotation
WBGene00008598,spin-3,F09A5.1,none available ,Is an ortholog of human SPNS1 (sphingolipid transporter 1  (putative)); SPNS2 (sphingolipid transporter 2); and SPNS3 (sphingolipid transporter  3 (putative)). Is expressed in amphid neurons; intestine; and retrovesicular ganglion  neurons. Human SPNS2 exhibits sphingolipid transporter activity. Is predicted to  encode a protein with the following domains: Major facilitator superfamily and MFS  transporter superfamily. ,SPINster (Drosophila lysosomal permease) homolog ,GO:0055085,transmembrane transport,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.",TRUE,FALSE,TRUE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0000166,nucleotide binding,"Interacting selectively and non-covalently with a nucleotide, any compound consisting of a nucleoside that is esterified with (ortho)phosphate or an oligophosphate at any hydroxyl group on the ribose or deoxyribose.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0004672,protein kinase activity,"Catalysis of the phosphorylation of an amino acid residue in a protein, usually according to the reaction: a protein + ATP = a phosphoprotein + ADP.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0004713,protein tyrosine kinase activity,Catalysis of the reaction: ATP + a protein tyrosine = ADP + protein tyrosine phosphate.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0004714,transmembrane receptor protein tyrosine kinase activity,Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: ATP + a protein-L-tyrosine = ADP + a protein-L-tyrosine phosphate.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0005887,integral component of plasma membrane,The component of the plasma membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0006468,protein phosphorylation,The process of introducing a phosphate group on to a protein.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,"A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell where the receptor possesses tyrosine kinase activity, and ending with regulation of a downstream cellular process, e.g. transcription.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0016301,kinase activity,"Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0016310,phosphorylation,"The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0016740,transferase activity,"Catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0018108,peptidyl-tyrosine phosphorylation,The phosphorylation of peptidyl-tyrosine to form peptidyl-O4'-phospho-L-tyrosine.,TRUE,FALSE,FALSE,FALSE,NA
WBGene00008599,F09A5.2,F09A5.2a,none available ,Is an ortholog of human STYK1 (serine/threonine/tyrosine  kinase 1). Is predicted to have transmembrane receptor protein tyrosine kinase activity. ,not known ,GO:0043235,receptor complex,"Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function.",TRUE,FALSE,FALSE,FALSE,NA
WBGene00008600,F09A5.3,F09A5.3a,none available ,Is enriched in intestine and neurons based on RNA-seq studies.  Is affected by several genes including let-60; daf-12; and pgl-1 based on microarray;  tiling array; and RNA-seq studies. Is affected by six chemicals including allantoin;  Sirolimus; and Rifampin based on RNA-seq and microarray studies. ,not known ,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
WBGene00008601,mob-2,F09A5.4a,"F09A5.4 encodes one of three C. elegans proteins orthologous  to members of the MOB (Mps One Binder) family of proteins, a group of highly conserved  proteins that function as binding partners and co-activators of NDR/LATS protein  kinases; in metazoans, MOB proteins are core components of the Hippo signaling pathway  that regulates cell proliferation and survival. ",Is an ortholog of human MOB2 (MOB kinase activator 2). Is  predicted to encode a protein with the following domains: MOB kinase activator family  and MOB kinase activator superfamily. ,Mps One Binder (Mats/MOB1) homolog ,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
WBGene00008690,F11C1.1,F11C1.1,none available ,Is an ortholog of human CHCHD4 (coiled-coil-helix-coiled-coil-helix  domain containing 4). Is predicted to have protein disulfide oxidoreductase activity. ,not known ,GO:0005758,mitochondrial intermembrane space,The region between the inner and outer lipid bilayers of the mitochondrial envelope.,TRUE,TRUE,TRUE,TRUE,NA
WBGene00008690,F11C1.1,F11C1.1,none available ,Is an ortholog of human CHCHD4 (coiled-coil-helix-coiled-coil-helix  domain containing 4). Is predicted to have protein disulfide oxidoreductase activity. ,not known ,GO:0015035,protein disulfide oxidoreductase activity,Catalysis of the reaction: a protein with reduced sulfide groups = a protein with oxidized disulfide bonds.,TRUE,TRUE,TRUE,TRUE,NA
WBGene00008690,F11C1.1,F11C1.1,none available ,Is an ortholog of human CHCHD4 (coiled-coil-helix-coiled-coil-helix  domain containing 4). Is predicted to have protein disulfide oxidoreductase activity. ,not known ,GO:0022417,protein maturation by protein folding,The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure that results in the attainment of the full functional capacity of a protein.,TRUE,TRUE,TRUE,TRUE,NA
WBGene00008690,F11C1.1,F11C1.1,none available ,Is an ortholog of human CHCHD4 (coiled-coil-helix-coiled-coil-helix  domain containing 4). Is predicted to have protein disulfide oxidoreductase activity. ,not known ,GO:0045041,protein import into mitochondrial intermembrane space,The import of proteins into the space between the inner and outer mitochondrial membranes.,TRUE,TRUE,TRUE,TRUE,NA
WBGene00008690,F11C1.1,F11C1.1,none available ,Is an ortholog of human CHCHD4 (coiled-coil-helix-coiled-coil-helix  domain containing 4). Is predicted to have protein disulfide oxidoreductase activity. ,not known ,GO:0055114,oxidation-reduction process,"A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.",TRUE,TRUE,TRUE,TRUE,NA
WBGene00008691,mff-1,F11C1.2,none available ,Is enriched in germ line; hypodermis; muscle cell; and neurons  based on tiling array; RNA-seq; and microarray studies. Is affected by several genes  including daf-16; clk-1; and sir-2.1 based on microarray; tiling array; and RNA-seq  studies. Is affected by six chemicals including Rotenone; Psoralens; and allantoin  based on RNA-seq and microarray studies. ,Mitochondrial Fission Factor ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,TRUE,TRUE,FALSE,NA
WBGene00008691,mff-1,F11C1.2,none available ,Is enriched in germ line; hypodermis; muscle cell; and neurons  based on tiling array; RNA-seq; and microarray studies. Is affected by several genes  including daf-16; clk-1; and sir-2.1 based on microarray; tiling array; and RNA-seq  studies. Is affected by six chemicals including Rotenone; Psoralens; and allantoin  based on RNA-seq and microarray studies. ,Mitochondrial Fission Factor ,GO:0016021,integral component of membrane,The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.,TRUE,TRUE,TRUE,FALSE,NA
WBGene00008692,scav-4,F11C1.3,none available ,"Is an ortholog of human SCARB1 (scavenger receptor class  B member 1). Human SCARB1 exhibits several functions, including apolipoprotein A-I  binding activity; high-density lipoprotein particle receptor activity; and lipopolysaccharide  binding activity. Is predicted to encode a protein with the following domain: CD36  family. ",SCAVenger receptor (CD36 family) related ,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,TRUE,TRUE,TRUE,TRUE,NA
